CombinationOrder,Seg,Point,ID,Tag No.,Type,Combination,Nominal,GlobalFX,GlobalFY,GlobalFZ,GlobalFR,GlobalDX,GlobalDY,GlobalDZ,GlobalDR,LocalDir1,Force1,Disp1,Gap1,LocalDir2,Force2,Disp2,Gap2,LocalDir3,Force3,Disp3,Gap3,Stiffness,Friction,ColdLoad,CoordX,CoordY,CoordZ
17,W,W16,W16  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,17,64,3,66,0.305,0,0.027,0.306,down,64,0,0,left,3,0.027,0.06,back,17,0.305,0,10000000000,0.3,0,-191.7,2.16,7.19
18,W,W16,W16  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,17,105,5,106,0.88,0,0.082,0.883,down,105,0,0,left,5,0.082,0.06,back,17,0.88,0,10000000000,0.3,0,-191.7,2.16,7.19
19,W,W16,W16  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,17,105,5,107,0.933,0,0.084,0.937,down,105,0,0,left,5,0.084,0.06,back,17,0.933,0,10000000000,0.3,0,-191.7,2.16,7.19
15,W,W22,W22  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,38,0,38,0.255,0.06,0.027,0.263,up,38,0.06,0.06,rght,0,0.027,0.06,forw,0,0.255,0,10000000000,0.3,0,-189.26,2.16,7.19
16,W,W22,W22  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,0,8,-2,8,0.245,0.06,-0.024,0.253,up,8,0.06,0.06,left,2,0.024,0.06,back,0,-0.245,0,10000000000,0.3,0,-189.26,2.16,7.19
17,W,W22,W22  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,0,9,2,9,0.302,0.06,0.031,0.309,down,9,0.06,0,left,2,0.031,0.06,back,0,0.302,0,10000000000,0.3,0,-189.26,2.16,7.19
18,W,W22,W22  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,0,26,5,26,0.876,0.06,0.049,0.88,down,26,0.06,0,left,5,0.049,0.06,back,0,0.876,0,10000000000,0.3,0,-189.26,2.16,7.19
19,W,W22,W22  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,0,26,5,26,0.93,0.06,0.054,0.934,down,26,0.06,0,left,5,0.054,0.06,back,0,0.93,0,10000000000,0.3,0,-189.26,2.16,7.19
15,X,X01,X01  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-362,0,362,0.193,0,0.033,0.196,down,362,0,0,rght,0,0.033,0.06,forw,0,0.193,0,10000000000,0.3,0,-191.68,4.16,7.19
16,X,X01,X01  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,55,-420,14,424,0.194,0,0.033,0.197,down,420,0,0,rght,14,0.033,0.06,forw,55,0.194,0,10000000000,0.3,0,-191.68,4.16,7.19
17,X,X01,X01  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,55,435,49,441,0.25,0,0.053,0.256,down,435,0,0,left,49,0.053,0.06,back,55,0.25,0,10000000000,0.3,0,-191.68,4.16,7.19
18,X,X01,X01  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,55,461,18,464,0.817,0,0.099,0.823,down,461,0,0,left,18,0.099,0.06,back,55,0.817,0,10000000000,0.3,0,-191.68,4.16,7.19
19,X,X01,X01  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,55,461,53,467,0.871,0,0.118,0.879,down,461,0,0,left,53,0.118,0.06,back,55,0.871,0,10000000000,0.3,0,-191.68,4.16,7.19
15,X,X02,X02  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,79,0,79,0.193,0.06,0.039,0.206,up,79,0.06,0.06,rght,0,0.039,0.06,forw,0,0.193,0,10000000000,0.3,0,-189.35,4.16,7.19
16,X,X02,X02  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-1,47,-14,49,0.191,0.06,-0.01,0.2,up,47,0.06,0.06,left,14,0.01,0.06,back,1,-0.191,0,10000000000,0.3,0,-189.35,4.16,7.19
17,X,X02,X02  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,1,52,14,54,0.247,0.06,0.026,0.256,down,52,0.06,0,left,14,0.026,0.06,back,1,0.247,0,10000000000,0.3,0,-189.35,4.16,7.19
18,X,X02,X02  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,1,94,14,95,0.815,0.06,0.025,0.817,down,94,0.06,0,left,14,0.025,0.06,back,1,0.815,0,10000000000,0.3,0,-189.35,4.16,7.19
19,X,X02,X02  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,1,94,14,95,0.868,0.06,0.039,0.871,down,94,0.06,0,left,14,0.039,0.06,back,1,0.868,0,10000000000,0.3,0,-189.35,4.16,7.19
15,Y,Y16,Y16  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-180,0,180,0.255,0,0.032,0.257,down,180,0,0,rght,0,0.032,0.06,forw,0,0.255,0,10000000000,0.3,0,-183.86,2.16,7.19
16,Y,Y16,Y16  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-17,-59,4,61,0.248,0,0.034,0.25,down,59,0,0,rght,4,0.034,0.06,back,17,-0.248,0,10000000000,0.3,0,-183.86,2.16,7.19
17,Y,Y16,Y16  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,17,73,4,76,0.31,0,0.081,0.32,down,73,0,0,left,4,0.081,0.06,back,17,0.31,0,10000000000,0.3,0,-183.86,2.16,7.19
18,Y,Y16,Y16  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,17,106,4,107,0.88,0,0.1,0.886,down,106,0,0,left,4,0.1,0.06,back,17,0.88,0,10000000000,0.3,0,-183.86,2.16,7.19
19,Y,Y16,Y16  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,17,115,4,116,0.939,0,0.146,0.95,down,115,0,0,left,4,0.146,0.06,back,17,0.939,0,10000000000,0.3,0,-183.86,2.16,7.19
15,Y,Y22,Y22  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,38,0,38,0.255,0.06,0.038,0.264,up,38,0.06,0.06,rght,0,0.038,0.06,forw,0,0.255,0,10000000000,0.3,0,-181.43,2.16,7.19
16,Y,Y22,Y22  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,0,8,-2,8,0.245,0.06,-0.009,0.252,up,8,0.06,0.06,left,2,0.009,0.06,back,0,-0.245,0,10000000000,0.3,0,-181.43,2.16,7.19
17,Y,Y22,Y22  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,0,12,2,12,0.307,0.06,0.068,0.32,down,12,0.06,0,left,2,0.068,0.06,back,0,0.307,0,10000000000,0.3,0,-181.43,2.16,7.19
18,Y,Y22,Y22  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,0,26,5,27,0.877,0.06,0.025,0.879,down,26,0.06,0,left,5,0.025,0.06,back,0,0.877,0,10000000000,0.3,0,-181.43,2.16,7.19
19,Y,Y22,Y22  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,0,29,5,30,0.936,0.06,0.083,0.941,down,29,0.06,0,left,5,0.083,0.06,back,0,0.936,0,10000000000,0.3,0,-181.43,2.16,7.19
15,Z,Z01,Z01  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-361,0,361,0.193,0,0.042,0.198,down,361,0,0,rght,0,0.042,0.06,forw,0,0.193,0,10000000000,0.3,0,-183.84,4.16,7.19
16,Z,Z01,Z01  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,54,-420,13,424,0.193,0,0.042,0.198,down,420,0,0,rght,13,0.042,0.06,forw,54,0.193,0,10000000000,0.3,0,-183.84,4.16,7.19
17,Z,Z01,Z01  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,54,457,66,465,0.256,0,0.056,0.262,down,457,0,0,left,66,0.056,0.06,back,54,0.256,0,10000000000,0.3,0,-183.84,4.16,7.19
18,Z,Z01,Z01  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,54,461,20,465,0.817,0,0.115,0.825,down,461,0,0,left,20,0.115,0.06,back,54,0.817,0,10000000000,0.3,0,-183.84,4.16,7.19
19,Z,Z01,Z01  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,54,483,73,491,0.877,0,0.127,0.886,down,483,0,0,left,73,0.127,0.06,back,54,0.877,0,10000000000,0.3,0,-183.84,4.16,7.19
15,Z,Z02,Z02  1,LOOSE FIT U-BOLT,Guide,COLD,3,0,79,0,79,0.193,0.06,0.048,0.208,up,79,0.06,0.06,rght,0,0.048,0.06,forw,0,0.193,0,10000000000,0.3,0,-181.52,4.16,7.19
16,Z,Z02,Z02  1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-1,49,-15,51,0.191,0.06,0.003,0.2,up,49,0.06,0.06,left,15,-0.003,0.06,back,1,-0.191,0,10000000000,0.3,0,-181.52,4.16,7.19
17,Z,Z02,Z02  1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,1,60,15,62,0.253,0.06,0.005,0.26,down,60,0.06,0,left,15,0.005,0.06,back,1,0.253,0,10000000000,0.3,0,-181.52,4.16,7.19
18,Z,Z02,Z02  1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,1,95,15,96,0.815,0.06,0.011,0.817,down,95,0.06,0,left,15,0.011,0.06,back,1,0.815,0,10000000000,0.3,0,-181.52,4.16,7.19
19,Z,Z02,Z02  1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,1,103,15,104,0.874,0.06,0.012,0.877,down,103,0.06,0,left,15,0.012,0.06,back,1,0.874,0,10000000000,0.3,0,-181.52,4.16,7.19
15,AA,AA17,AA17 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-179,0,179,0.249,0,0.052,0.254,down,179,0,0,rght,0,0.052,0.06,forw,0,0.249,0,10000000000,0.3,0,-134.7,2.16,7.19
16,AA,AA17,AA17 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-19,-65,-4,68,0.243,0,0.051,0.249,down,65,0,0,left,4,-0.051,0.06,back,19,-0.243,0,10000000000,0.3,0,-134.7,2.16,7.19
17,AA,AA17,AA17 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,19,112,293,314,0.372,0,0.13,0.395,down,112,0,0,left,293,0.13,0.06,back,19,0.372,0,10000000000,0.3,0,-134.7,2.16,7.19
18,AA,AA17,AA17 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,19,115,4,116,0.887,0,0.128,0.896,down,115,0,0,left,4,0.128,0.06,back,19,0.887,0,10000000000,0.3,0,-134.7,2.16,7.19
19,AA,AA17,AA17 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,19,156,293,332,1.013,0,0.207,1.033,down,156,0,0,left,293,0.207,0.06,back,19,1.013,0,10000000000,0.3,0,-134.7,2.16,7.19
15,AA,AA23,AA23 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,38,0,38,0.249,0.06,0.06,0.263,up,38,0.06,0.06,rght,0,0.06,0.06,forw,0,0.249,0,10000000000,0.3,0,-132.26,2.16,7.19
16,AA,AA23,AA23 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-1,11,-3,12,0.24,0.06,0.042,0.251,up,11,0.06,0.06,left,3,-0.042,0.06,back,1,-0.24,0,10000000000,0.3,0,-132.26,2.16,7.19
17,AA,AA23,AA23 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,1,25,26,36,0.369,0.06,0.126,0.395,down,25,0.06,0,left,26,0.126,0.06,back,1,0.369,0,10000000000,0.3,0,-132.26,2.16,7.19
18,AA,AA23,AA23 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,1,30,13,33,0.883,0.06,0.042,0.886,down,30,0.06,0,left,13,0.042,0.06,back,1,0.883,0,10000000000,0.3,0,-132.26,2.16,7.19
19,AA,AA23,AA23 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,1,43,35,56,1.009,0.06,0.126,1.019,down,43,0.06,0,left,35,0.126,0.06,back,1,1.009,0,10000000000,0.3,0,-132.26,2.16,7.19
15,AB,AB01,AB01 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-360,2,360,0.187,0,0.06,0.196,down,360,0,0,rght,2,0.06,0.06,forw,0,0.187,0,10000000000,0.3,0,-134.68,4.16,7.19
16,AB,AB01,AB01 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,54,-420,38,425,0.187,0,0.06,0.197,down,420,0,0,rght,38,0.06,0.06,forw,54,0.187,0,10000000000,0.3,0,-134.68,4.16,7.19
17,AB,AB01,AB01 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,54,544,622,828,0.311,0,0.06,0.317,down,544,0,0,left,622,0.06,0.06,back,54,0.311,0,10000000000,0.3,0,-134.68,4.16,7.19
18,AB,AB01,AB01 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,54,467,53,473,0.822,0,0.144,0.835,down,467,0,0,left,53,0.144,0.06,back,54,0.822,0,10000000000,0.3,0,-134.68,4.16,7.19
19,AB,AB01,AB01 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,54,576,637,860,0.944,0,0.144,0.955,down,576,0,0,left,637,0.144,0.06,back,54,0.944,0,10000000000,0.3,0,-134.68,4.16,7.19
15,AB,AB02,AB02 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,78,7,79,0.187,0.06,0.06,0.205,up,78,0.06,0.06,rght,7,0.06,0.06,forw,0,0.187,0,10000000000,0.3,0,-132.35,4.16,7.19
16,AB,AB02,AB02 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-3,57,-17,60,0.184,0.06,0.045,0.199,up,57,0.06,0.06,left,17,-0.045,0.06,back,3,-0.184,0,10000000000,0.3,0,-132.35,4.16,7.19
17,AB,AB02,AB02 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,3,96,69,118,0.309,0.06,0.129,0.34,down,96,0.06,0,left,69,0.129,0.06,back,3,0.309,0,10000000000,0.3,0,-132.35,4.16,7.19
18,AB,AB02,AB02 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,3,105,22,108,0.819,0.06,0.045,0.823,down,105,0.06,0,left,22,0.045,0.06,back,3,0.819,0,10000000000,0.3,0,-132.35,4.16,7.19
19,AB,AB02,AB02 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,3,141,74,159,0.941,0.06,0.129,0.952,down,141,0.06,0,left,74,0.129,0.06,back,3,0.941,0,10000000000,0.3,0,-132.35,4.16,7.19
15,AC,AC16,AC16 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-179,0,179,0.245,0,0.048,0.249,down,179,0,0,rght,0,0.048,0.06,forw,0,0.245,0,10000000000,0.3,0,-86.62,2.16,7.19
16,AC,AC16,AC16 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-10,-85,23,89,0.242,0,0.054,0.248,down,85,0,0,rght,23,0.054,0.06,back,10,-0.242,0,10000000000,0.3,0,-86.62,2.16,7.19
17,AC,AC16,AC16 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,10,91,23,95,0.25,0,0.057,0.257,down,91,0,0,left,23,0.057,0.06,back,10,0.25,0,10000000000,0.3,0,-86.62,2.16,7.19
18,AC,AC16,AC16 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,10,123,25,126,0.87,0,0.13,0.879,down,123,0,0,left,25,0.13,0.06,back,10,0.87,0,10000000000,0.3,0,-86.62,2.16,7.19
19,AC,AC16,AC16 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,10,123,25,126,0.876,0,0.132,0.886,down,123,0,0,left,25,0.132,0.06,back,10,0.876,0,10000000000,0.3,0,-86.62,2.16,7.19
15,AC,AC22,AC22 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,38,0,38,0.244,0.06,0.05,0.256,up,38,0.06,0.06,rght,0,0.05,0.06,forw,0,0.244,0,10000000000,0.3,0,-84.19,2.16,7.19
16,AC,AC22,AC22 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-5,18,-2,19,0.239,0.06,0.048,0.251,up,18,0.06,0.06,left,2,-0.048,0.06,back,5,-0.239,0,10000000000,0.3,0,-84.19,2.16,7.19
17,AC,AC22,AC22 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,5,20,2,20,0.247,0.06,0.063,0.262,down,20,0.06,0,left,2,0.063,0.06,back,5,0.247,0,10000000000,0.3,0,-84.19,2.16,7.19
18,AC,AC22,AC22 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,5,33,2,34,0.866,0.06,0.084,0.872,down,33,0.06,0,left,2,0.084,0.06,back,5,0.866,0,10000000000,0.3,0,-84.19,2.16,7.19
19,AC,AC22,AC22 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,5,33,2,34,0.872,0.06,0.099,0.88,down,33,0.06,0,left,2,0.099,0.06,back,5,0.872,0,10000000000,0.3,0,-84.19,2.16,7.19
15,AD,AD01,AD01 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,-359,0,359,0.183,0,0.058,0.192,down,359,0,0,rght,0,0.058,0.06,forw,0,0.183,0,10000000000,0.3,0,-86.6,4.16,7.19
16,AD,AD01,AD01 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,52,-431,-21,434,0.183,0,0.058,0.192,down,431,0,0,left,21,-0.058,0.06,forw,52,0.183,0,10000000000,0.3,0,-86.6,4.16,7.19
17,AD,AD01,AD01 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,52,447,48,452,0.191,0,0.059,0.2,down,447,0,0,left,48,0.059,0.06,back,52,0.191,0,10000000000,0.3,0,-86.6,4.16,7.19
18,AD,AD01,AD01 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,52,447,21,451,0.804,0,0.091,0.809,down,447,0,0,left,21,0.091,0.06,back,52,0.804,0,10000000000,0.3,0,-86.6,4.16,7.19
19,AD,AD01,AD01 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,52,448,48,454,0.81,0,0.092,0.815,down,448,0,0,left,48,0.092,0.06,back,52,0.81,0,10000000000,0.3,0,-86.6,4.16,7.19
15,AD,AD02,AD02 1,LOOSE FIT U-BOLT,Guide,COLD,3,0,78,0,78,0.183,0.06,0.06,0.201,up,78,0.06,0.06,rght,0,0.06,0.06,forw,0,0.183,0,10000000000,0.3,0,-84.28,4.16,7.19
16,AD,AD02,AD02 1,LOOSE FIT U-BOLT,Guide,OPERATING,3,-18,73,-13,76,0.18,0.06,0.058,0.199,up,73,0.06,0.06,left,13,-0.058,0.06,back,18,-0.18,0,10000000000,0.3,0,-84.28,4.16,7.19
17,AD,AD02,AD02 1,LOOSE FIT U-BOLT,Guide,OPERATING + E/W SEISMIC,3,18,77,13,80,0.188,0.06,0.074,0.211,down,77,0.06,0,left,13,0.074,0.06,back,18,0.188,0,10000000000,0.3,0,-84.28,4.16,7.19
18,AD,AD02,AD02 1,LOOSE FIT U-BOLT,Guide,OPERATING + N/S SEISMIC,3,18,111,34,118,0.801,0.06,0.058,0.805,down,111,0.06,0,left,34,0.058,0.06,back,18,0.801,0,10000000000,0.3,0,-84.28,4.16,7.19
19,AD,AD02,AD02 1,LOOSE FIT U-BOLT,Guide,OPERATING + ALL SEISMIC,3,18,111,35,118,0.807,0.06,0.074,0.813,down,111,0.06,0,left,35,0.074,0.06,back,18,0.807,0,10000000000,0.3,0,-84.28,4.16,7.19
15,AE,AE07,AE07 1,,Rod Hgr,COLD,4,0,-474,0,474,0.006,0,-0.074,0.074,down,474,0,0,#NAME?,0,0.074,0,#NAME?,0,0.006,0,10000000000,0,0,-95.49,18.16,14.09
16,AE,AE07,AE07 1,,Rod Hgr,OPERATING,4,0,-485,0,485,0.087,0,-0.091,0.125,down,485,0,0,#NAME?,0,0.091,0,#NAME?,0,0.087,0,10000000000,0,0,-95.49,18.16,14.09
17,AE,AE07,AE07 1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,639,0,639,0.097,0,0.36,0.373,down,639,0,0,#NAME?,0,0.36,0,#NAME?,0,0.097,0,10000000000,0,0,-95.49,18.16,14.09
18,AE,AE07,AE07 1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,547,0,547,0.173,0,0.131,0.217,down,547,0,0,#NAME?,0,0.131,0,#NAME?,0,0.173,0,10000000000,0,0,-95.49,18.16,14.09
19,AE,AE07,AE07 1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,684,0,684,0.183,0,0.398,0.438,down,684,0,0,#NAME?,0,0.398,0,#NAME?,0,0.183,0,10000000000,0,0,-95.49,18.16,14.09
15,AE,AE07,AE07 2,ADDED N/W SEISMIC RESTRAINT,Inclined,COLD,4,0,0,0,0,0.006,0,-0.074,0.074,forw,0,0.006,0.13,d-fr,0,0,0,l-fr,0,0.074,0,10000000000,0,0,-95.49,18.16,14.09
16,AE,AE07,AE07 2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING,4,0,0,0,0,0.087,0,-0.091,0.125,forw,0,0.087,0.13,d-fr,0,0,0,l-fr,0,0.091,0,10000000000,0,0,-95.49,18.16,14.09
17,AE,AE07,AE07 2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + E/W SEISMIC,4,0,0,0,0,0.097,0,0.36,0.373,back,0,0.097,0.13,d-fr,0,0,0,l-fr,0,0.36,0,10000000000,0,0,-95.49,18.16,14.09
18,AE,AE07,AE07 2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + N/S SEISMIC,4,104,0,0,104,0.173,0,0.131,0.217,back,104,0.173,0.13,d-fr,0,0,0,l-fr,0,0.131,0,10000000000,0,0,-95.49,18.16,14.09
19,AE,AE07,AE07 2,ADDED N/W SEISMIC RESTRAINT,Inclined,OPERATING + ALL SEISMIC,4,104,0,0,104,0.183,0,0.398,0.438,back,104,0.183,0.13,d-fr,0,0,0,l-fr,0,0.398,0,10000000000,0,0,-95.49,18.16,14.09
15,AE,AE08,AE08 1,,Rod Hgr,COLD,4,0,0,0,0,0.004,0.016,-0.074,0.075,up,0,0.016,100,#NAME?,0,0.074,0,#NAME?,0,0.004,0,10000000000,0,0,-95.49,18.16,18.08
16,AE,AE08,AE08 1,,Rod Hgr,OPERATING,4,0,0,0,0,0.086,0.015,-0.097,0.131,up,0,0.015,100,#NAME?,0,0.097,0,#NAME?,0,0.086,0,10000000000,0,0,-95.49,18.16,18.08
17,AE,AE08,AE08 1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,70,0,70,0.089,0.027,0.367,0.379,down,70,0.027,0,#NAME?,0,0.367,0,#NAME?,0,0.089,0,10000000000,0,0,-95.49,18.16,18.08
18,AE,AE08,AE08 1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,0,0,0,0.194,0.019,0.138,0.239,down,0,0.019,0,#NAME?,0,0.138,0,#NAME?,0,0.194,0,10000000000,0,0,-95.49,18.16,18.08
19,AE,AE08,AE08 1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,70,0,70,0.198,0.03,0.405,0.451,down,70,0.03,0,#NAME?,0,0.405,0,#NAME?,0,0.198,0,10000000000,0,0,-95.49,18.16,18.08
15,AE,AE09,AE09 1,,Rod Hgr,COLD,4,0,-111,0,111,-0.002,0,-0.074,0.074,down,111,0,0,#NAME?,0,0.074,0,#NAME?,0,0.002,0,10000000000,0,0,-95.49,18.16,26.06
16,AE,AE09,AE09 1,,Rod Hgr,OPERATING,4,0,-113,0,113,0.08,0,-0.111,0.137,down,113,0,0,#NAME?,0,0.111,0,#NAME?,0,0.08,0,10000000000,0,0,-95.49,18.16,26.06
17,AE,AE09,AE09 1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,142,0,142,0.1,0,0.38,0.393,down,142,0,0,#NAME?,0,0.38,0,#NAME?,0,0.1,0,10000000000,0,0,-95.49,18.16,26.06
18,AE,AE09,AE09 1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,129,0,129,0.247,0,0.151,0.289,down,129,0,0,#NAME?,0,0.151,0,#NAME?,0,0.247,0,10000000000,0,0,-95.49,18.16,26.06
19,AE,AE09,AE09 1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,154,0,154,0.266,0,0.418,0.496,down,154,0,0,#NAME?,0,0.418,0,#NAME?,0,0.266,0,10000000000,0,0,-95.49,18.16,26.06
15,AE,AE10,AE10 1,,Rod Hgr,COLD,4,0,-160,0,160,-0.011,0,-0.074,0.075,down,160,0,0,#NAME?,0,0.074,0,#NAME?,0,0.011,0,10000000000,0,0,-95.49,18.16,34.08
16,AE,AE10,AE10 1,,Rod Hgr,OPERATING,4,0,-158,0,158,0.067,0,-0.124,0.141,down,158,0,0,#NAME?,0,0.124,0,#NAME?,0,0.067,0,10000000000,0,0,-95.49,18.16,34.08
17,AE,AE10,AE10 1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,176,0,176,0.089,0,0.394,0.404,down,176,0,0,#NAME?,0,0.394,0,#NAME?,0,0.089,0,10000000000,0,0,-95.49,18.16,34.08
18,AE,AE10,AE10 1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,177,0,177,0.26,0,0.165,0.308,down,177,0,0,#NAME?,0,0.165,0,#NAME?,0,0.26,0,10000000000,0,0,-95.49,18.16,34.08
19,AE,AE10,AE10 1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,188,0,188,0.281,0,0.432,0.515,down,188,0,0,#NAME?,0,0.432,0,#NAME?,0,0.281,0,10000000000,0,0,-95.49,18.16,34.08
15,AE,AE11,AE11 1,,Rod Hgr,COLD,4,0,-115,0,115,-0.023,0,-0.074,0.077,down,115,0,0,#NAME?,0,0.074,0,#NAME?,0,0.023,0,10000000000,0,0,-95.49,18.16,42.08
16,AE,AE11,AE11 1,,Rod Hgr,OPERATING,4,0,-124,0,124,0.045,0,-0.138,0.145,down,124,0,0,#NAME?,0,0.138,0,#NAME?,0,0.045,0,10000000000,0,0,-95.49,18.16,42.08
17,AE,AE11,AE11 1,,Rod Hgr,OPERATING + E/W SEISMIC,4,0,135,0,135,0.055,0,0.407,0.411,down,135,0,0,#NAME?,0,0.407,0,#NAME?,0,0.055,0,10000000000,0,0,-95.49,18.16,42.08
18,AE,AE11,AE11 1,,Rod Hgr,OPERATING + N/S SEISMIC,4,0,152,0,152,0.216,0,0.178,0.28,down,152,0,0,#NAME?,0,0.178,0,#NAME?,0,0.216,0,10000000000,0,0,-95.49,18.16,42.08
19,AE,AE11,AE11 1,,Rod Hgr,OPERATING + ALL SEISMIC,4,0,159,0,159,0.222,0,0.445,0.498,down,159,0,0,#NAME?,0,0.445,0,#NAME?,0,0.222,0,10000000000,0,0,-95.49,18.16,42.08
15,AE,AE12,AE12 1,,Rod Hgr,COLD,4,0,-42,0,42,-0.03,0,-0.074,0.08,down,42,0,0,#NAME?,0,0.074,0,#NAME?,0,0.03,0,10000000000,0,0,-95.49,18.16,46.08
16,AE,AE12,AE12 1,,Rod Hgr,OPERATING,4,0,-9,0,9,0.031,0,-0.145,0.148,down,9,0,0,#NAME?,0,0.145,0,#NAME?,0,0.031,0,10000000000,0,0,-95.49,18.16,46.08
